NUTS3;CODE
'NO0A3';'6471'
'NO071';'8203'
'NO092';'4676'
'NO072';'9189'
'NO092';'4670'
'NO0A2';'6781'
'NO083';'1760'
'NO0A2';'5486'
'NO0A2';'5809'
'NO0A2';'5782'
'NO0A3';'6487'
'NO0A2';'5858'
'NO0A1';'4081'
'NO085';'3545'
'NO085';'3428'
'NO020';'2617'
'NO092';'4746'
'NO0A2';'5701'
'NO020';'2481'
'NO084';'3479'
'NO085';'3006'
'NO084';'2057'
'NO0A3';'6024'
'NO0A2';'6866'
'NO0A1';'4090'
'NO060';'7181'
'NO0A1';'4082'
'NO0A2';'6951'
'NO084';'1371'
'NO0A2';'5731'
'NO084';'3521'
'NO0A1';'5589'
'NO072';'9447'
'NO060';'7444'
'NO0A2';'6771'
'NO081';'1003'
'NO092';'4889'
'NO0A2';'5733'
'NO072';'9069'
'NO071';'8065'
'NO084';'2029'
'NO071';'8281'
'NO071';'8038'
'NO0A2';'5811'
'NO084';'1901'
'NO060';'7473'
'NO093';'3088'
'NO0A3';'6079'
'NO073';'9820'
'NO085';'3301'
'NO060';'7465'
'NO060';'7003'
'NO093';'3247'
'NO060';'7485'
'NO020';'2541'
'NO0A2';'5828'
'NO071';'8411'
'NO0A3';'6058'
'NO0A2';'5374'
'NO060';'7450'
'NO092';'4492'
'NO092';'4490'
'NO0A3';'6488'
'NO020';'2487'
'NO093';'3163'
'NO0A2';'5849'
'NO0A2';'6794'
'NO0A3';'6282'
'NO0A2';'5322'
'NO0A1';'4391'
'NO060';'7483'
'NO094';'3749'
'NO092';'4401'
'NO0A2';'5345'
'NO085';'3581'
'NO0A2';'5591'
'NO092';'4893'
'NO083';'1752'
'NO071';'8767'
'NO093';'3191'
'NO092';'4541'
'NO060';'7761'
'NO0A2';'5951'
'NO0A2';'5906'
'NO0A2';'5291'
'NO0A3';'6339'
'NO083';'1759'
'NO060';'7795'
'NO0A1';'4239'
'NO0A2';'6853'
'NO060';'7885'
'NO071';'8026'
'NO0A3';'6007'
'NO0A3';'6480'
'NO094';'3930'
'NO093';'3223'
'NO0A3';'6637'
'NO073';'9709'
'NO020';'2624'
'NO060';'7602'
'NO020';'2500'
'NO071';'8074'
'NO0A3';'6018'
'NO094';'3717'
'NO0A3';'6620'
'NO093';'3290'
'NO081';'0157'
'NO0A3';'6640'
'NO084';'1550'
'NO092';'4633'
'NO092';'4887'
'NO0A2';'5217'
'NO0A2';'5423'
'NO085';'3514'
'NO085';'3053'
'NO0A2';'5763'
'NO072';'9311'
'NO020';'2613'
'NO020';'2625'
'NO093';'3232'
'NO0A2';'5460'
'NO084';'1351'
'NO060';'7125'
'NO081';'0959'
'NO0A3';'6670'
'NO083';'1676'
'NO020';'2212'
'NO094';'3675'
'NO0A1';'4311'
'NO092';'4639'
'NO081';'1069'
'NO093';'3238'
'NO092';'4715'
'NO020';'2353'
'NO020';'2839'
'NO0A1';'4049'
'NO0A1';'5548'
'NO092';'4645'
'NO081';'1278'
'NO081';'1087'
'NO081';'0754'
'NO072';'9411'
'NO081';'0561'
'NO071';'8008'
'NO020';'2478'
'NO081';'1086'
'NO092';'4816'
'NO081';'0983'
'NO071';'8200'
'NO081';'0783'
'NO081';'0575'
'NO0A1';'4012'
'NO081';'0454'
'NO060';'7372'
'NO0A2';'5463'
'NO0A2';'5134'
'NO060';'7656'
'NO084';'3483'
'NO0A3';'6100'
'NO0A1';'4327'
'NO094';'3936'
'NO094';'3781'
'NO081';'1167'
'NO0A1';'4274'
'NO071';'8029'
'NO0A1';'4009'
'NO085';'3413'
'NO072';'9440'
'NO073';'9510'
'NO072';'9105'
'NO072';'9055'
'NO0A2';'5260'
'NO020';'2690'
'NO084';'2730'
'NO083';'1518'
'NO084';'1405'
'NO073';'9900'
'NO0A2';'5215'
'NO020';'2260'
