NUTS3;CODE
'CH040';'8421'
'CH032';'4304'
'CH033';'4305'
'CH040';'8408'
'CH052';'8409'
'CH033';'4310'
'CH040';'8414'
'CH040';'8415'
'CH040';'8412'
'CH040';'8413'
'CH040';'8400'
'CH032';'4302'
'CH033';'4303'
'CH040';'8406'
'CH040';'8404'
'CH040';'8405'
'CH012';'3902'
'CH012';'3903'
'CH012';'3900'
'CH012';'3901'
'CH021';'3864'
'CH021';'3858'
'CH021';'3856'
'CH021';'3857'
'CH011';'1587'
'CH011';'1584'
'CH011';'1585'
'CH011';'1588'
'CH011';'1589'
'CH022';'1583'
'CH011';'1580'
'CH022';'1568'
'CH011';'1562'
'CH022';'1563'
'CH022';'1566'
'CH022';'1567'
'CH022';'1564'
'CH011';'1565'
'CH011';'1554'
'CH011';'1555'
'CH011';'1552'
'CH022';'1553'
'CH033';'5642'
'CH033';'5643'
'CH033';'5646'
'CH022';'1544'
'CH033';'5647'
'CH033';'5644'
'CH011';'1545'
'CH033';'5645'
'CH033';'5634'
'CH011';'1551'
'CH033';'5632'
'CH011';'1538'
'CH011';'1536'
'CH033';'5636'
'CH011';'1537'
'CH022';'1542'
'CH033';'5637'
'CH011';'1543'
'CH022';'1541'
'CH011';'1658'
'CH011';'1659'
'CH022';'1656'
'CH021';'1657'
'CH023';'5746'
'CH022';'1663'
'CH011';'1660'
'CH022';'1661'
'CH033';'5745'
'CH022';'1651'
'CH022';'1648'
'CH022';'1649'
'CH022';'1654'
'CH022';'1652'
'CH033';'5736'
'CH022';'1653'
'CH033';'5737'
'CH022';'1642'
'CH022';'1643'
'CH033';'5742'
'CH022';'1646'
'CH022';'1647'
'CH022';'1644'
'CH033';'5728'
'CH022';'1645'
'CH022';'1634'
'CH033';'5734'
'CH022';'1635'
'CH061';'5735'
'CH022';'1632'
'CH033';'5732'
'CH022';'1633'
'CH033';'5733'
'CH022';'1638'
'CH033';'5722'
'CH033';'5723'
'CH022';'1636'
'CH022';'1637'
'CH022';'1626'
'CH033';'5726'
'CH022';'1627'
'CH033';'5727'
'CH022';'1624'
'CH033';'5724'
'CH022';'1625'
'CH033';'5725'
'CH022';'1630'
'CH022';'1628'
'CH033';'5712'
'CH022';'1618'
'CH022';'1619'
'CH022';'1616'
'CH022';'1617'
'CH033';'5706'
'CH022';'1623'
'CH033';'5707'
'CH033';'5704'
'CH033';'5705'
'CH011';'1610'
'CH022';'1611'
'CH021';'3862'
'CH021';'3863'
'CH021';'3860'
'CH021';'3854'
'CH021';'3855'
'CH021';'3852'
'CH021';'3853'
'CH040';'8057'
'CH012';'3963'
'CH012';'3960'
'CH012';'3961'
'CH012';'3966'
'CH040';'8050'
'CH012';'3967'
'CH040';'8051'
'CH040';'8048'
